,text,Sentiment,Target_type
923,"['antibodi', 'jokowi', 'lawan', 'covid']",positif,1
924,"['bupati', 'bekas', 'datang', 'laksana', 'vaksinasi', 'covid', 'tenaga', 'sehat', 'forkopimda', 'kabupaten', 'bekas']",positif,1
925,"['pemkab', 'malang', 'gelar', 'vaksinasi', 'simbolis', 'pekan']",positif,1
926,"['lembaga', 'riset', 'visi', 'teliti', 'saksama', 'tarik', 'gali', 'tingkat', 'persepsi', 'masyarakat', 'program', 'vaksinasi']",positif,1
927,['vaksin'],positif,1
928,"['presiden', 'joko', 'widodo', 'jokowi', 'jalan', 'vaksinasi', 'corona', 'covid', '', 'istana', 'presiden', 'jokowi']",positif,1
929,"['vaksinasi', 'simbolis', 'kota', 'malang', 'sukses', 'testimoni', 'tokoh', 'publik', 'dinas', 'komunikasi', 'informatika', 'pemkot']",positif,1
930,"['vaksinasi', 'covid', 'nakes', 'jateng', 'target', 'rampung']",positif,1
931,"['masyarakat', 'dukung', 'vaksinasi', 'covid', 'tahap']",positif,1
932,"['presiden', 'terima', 'covid']",positif,1
933,"['vaksinasi', 'upaya', 'perintah', 'tekan']",positif,1
934,"['vaksinasi', 'dosis']",positif,1
935,"['sukses', 'program', 'vaksinasi', 'covid', 'tokoh', 'bojonegoro', 'ikut', 'vaksin', 'tahap', 'simak', 'lengkap']",positif,1
936,"['jamin', 'proses', 'vaksinasi', 'aman', 'ganjar', 'bukti', 'sehat', 'dampak']",positif,1
937,"['posko', 'bantu', 'nakes', 'sulit', 'tiket', 'vaksin', 'tahap']",positif,1
938,"['moga', 'lekas', 'tuntas', 'vaksinasi', 'kota']",positif,1
939,"['tokoh', 'batanghari', 'selesai', 'vaksinasi', 'selesai', 'dinkes', 'faskes']",positif,1
940,"['jamal', 'roti', 'kakap']",positif,1
941,"['yu', 'vaksin', 'vaksin', 'aman']",positif,1
942,"['menteri', 'sehat', 'ri', 'pasien', 'hiv', 'vaksin', 'covid', 'penuh']",positif,1
943,"['kali', 'share', 'efektivitas', 'aman', 'vaksin', 'sinovac', 'selamat', 'jiwa', 'dukung']",positif,1
944,"['pemprov', 'lampung', 'laksana', 'vaksin']",positif,1
945,"['vaksin', 'batas', 'perintah', 'utama', 'zona']",positif,1
946,"['menkes', 'budi', 'gunadi', 'sadikin', 'target', 'vaksinasi', 'covid', 'juta', 'orang']",positif,1
947,"['alhamdulillah', 'besok']",positif,1
948,"['prwsiden', 'jokowi', 'terima', 'vaksin', 'kali', 'vaksin']",positif,1
949,"['sobatkom', 'program', 'vaksinasi', 'covid', 'tahap', 'masyarakat', 'tetap']",positif,1
950,"['walikota', 'tangsel', 'jalan', 'vaksin', 'rsu']",positif,1
951,"['jatah', 'vaksin', 'gelombang', 'privilege', 'tanggung', 'alhamdulillah', 'sdh', 'jadwal']",positif,1
952,"['ajar', 'konspirasi', 'industri', 'dunia', 'over', 'populasi', 'binatang', 'pelihara']",negatif,0
953,"['dinkes', 'laku', 'mantap', 'laksana', 'vaksinasi']",positif,1
954,"['mui', 'pasti', 'sinovac']",positif,1
955,"['pemkab', 'gelar', 'rakor', 'siap', 'vaksinasi']",positif,1
956,"['sinovac', 'bukti', 'sebar', 'hoax', 'kait', 'vaksin', 'dukung', 'program', 'vaksinasi']",positif,1
957,"['ayo', 'vaksin', 'lawan']",positif,1
958,"['dukung', 'program', 'vaksinasi', 'nasional', 'masyarakat', 'sehat', 'corona', 'ekonomi']",positif,1
959,"['serah', 'terima', 'vaksin', 'covid', 'gudang', 'simpan', 'vaksinasi', 'gelar']",positif,1
960,"['canang', 'vaksin', 'dosis', 'natuna']",positif,1
961,"['vaksinasi', 'henti', 'rantai', 'sebar']",positif,1
962,"['vaksinasi', 'minggu', 'beri', 'vaksin', 'corona', 'januari']",positif,1
963,"['pimpin', 'aja', 'vaksinasi']",positif,1
964,"['pasti', 'halal']",positif,1
965,"['coba', 'cek', 'info']",positif,1
966,"['dukung', 'program']",positif,1
967,"['laksana', 'sunti', 'vaksin', 'covid', 'tenaga', 'sehat', 'mitra', 'lingkup', 'poliklinik', 'polres', 'magelang']",positif,1
968,"['halo', 'sobat', 'kui', 'have', 'nice', 'day', 'lupa', 'terap', 'giat']",positif,1
969,"['ragu', 'vaksinasi', 'disiplin', 'protokol', 'sehat', 'vaksin', 'mantul']",positif,1
970,"['vaksinasi', 'perdana', 'natuna', 'anggota', 'dprd', 'eri', 'marka']",positif,1
971,"['bikin', 'surat', 'sakti', 'pagi', 'pagi', '', 'dosis', 'ya']",positif,1
972,"['bokap', 'nyokap', 'udah', 'vaksin', 'aman', 'blum', 'indikasi']",positif,1
973,"['kapolres', 'tanjab', 'timur', 'terima', 'sunti', 'vaksinasi']",positif,1
974,"['wagub', 'jabar', 'terima', 'vaksin', 'covid', 'dosis']",positif,1
975,"['ariel', 'warga', 'fansnya', 'ikut', 'sunti', 'vaksinasi', 'jujur']",positif,1
976,"['airlangga', 'hartarto', 'tegas', 'vaksin', 'covid', 'mandiri', 'gratis', 'larang', 'potong', 'gaji', 'pegawai']",positif,1
977,"['vaksin', 'sakit', 'tidak', 'sunti', 'percaya', 'fungsi', 'vaksin']",positif,1
978,"['bijak', 'merespon', 'informasi', 'sukses', 'vaksinasi', 'nasional']",o,1
979,"['kapolres', 'paser', 'forkopimda', 'kab', 'paser', 'vaksin']",op,1
980,"['herman', 'target', 'laksana', 'vaksinasi', 'bandarlampung', 'rampung']",positif,1
981,"['mugi', 'paring']",op,1
982,"['perintah', 'china', 'sedia', 'kuat', 'kerjasama', 'negara', 'bolivia', 'kait', 'vaksin', 'covid']",positif,1
983,"['perintah', 'china', 'keluar', 'pedoman', 'distribusi', 'obat', 'pusat', 'upaya', 'praktik', 'atur', 'lembaga']",positif,1
984,"['vaksin', 'presiden', 'joko', 'widodo', 'coronavac', 'produksi']",positif,1
985,"['perintah', 'yiwu', 'kota', 'provinsi', 'zhejiang', 'timur', 'luncur', 'kereta', 'barang']",positif,1
986,"['jusuf', 'kalla', 'dukung', 'vaksinasi', 'mandiri', 'covid', 'wacana', 'menkes', 'artikel']",positif,1
987,"['puji', 'tuhan', 'dr', 'berhsl', 'oleh', 'sunti', 'vaksin']",positif,1
988,"['berhsl', 'oleh', 'sunti', 'vaksin']",positif,1
989,"['zaki', 'iskandar', 'laku', 'vaksin', 'tahap', 'unsur', 'forkopimda', 'kabupaten']",positif,1
990,"['vaksinasi', 'patuh', 'pakai', 'masker', 'jaga', 'jarak', 'hindar', 'kerumun']",positif,1
991,"['bolivia', 'sambut', 'dosis', 'vaksin', 'sputnik', 'rusia', 'moga', 'lancar', 'vaksinasi']",positif,1
992,"['mui', 'kabupaten', 'rembang', 'umat', 'islam', 'nyinyir', 'ngeyel', 'bangkang', 'program']",positif,1
993,"['erksnews', 'erwan', 'klaim', 'sehat', 'vaksinasi']",positif,1
994,"['menko', 'pmk', 'muhadjir', 'effendy', 'pasti', 'masyarakat', 'vaksinasi', 'vaksin', 'biofarma', 'moga', 'pandemi']",positif,1
995,"['erksnews', 'bupati', 'sumedang', 'vaksin', 'sinovac', 'aman']",positif,1
996,"['menteri', 'puji', 'laksana', 'vaksinasi', 'covid', 'jateng', 'ganjar', 'siap']",positif,1
997,"['vaksinasi', 'covid', 'dosis', 'antibodi']",positif,1
998,"['kenal', 'kebal', 'yuk', 'kenal']",positif,1
999,"['kasih', 'jempol']",positif,1
1000,"['sukses', 'program', 'vaksinasi', 'kapolres', 'orang', 'suntik']",positif,1
1001,"['komitmen', 'perintah', 'vaksin', 'gratis']",positif,1
1002,"['vaksinasi', 'bantu', 'kurang', 'sebar', 'virus', 'corona', 'lindung', 'orang', 'orang']",positif,1
1003,"['vaksinasi', 'nasional', 'solusi', 'baik', 'tangan']",positif,1
1004,"['ryan', 'kono', 'jalan', 'vaksinasi']",positif,1
1005,"['vaksin', 'bantu', 'putus', 'sebar']",positif,1
1006,"['presiden', 'jokowi', 'ri', 'tengah', 'dominasi', 'negara', 'maju', 'raih']",positif,1
1007,"['vaksin', 'masyarakat', 'tengah']",positif,1
1008,"['perintah', 'vaksin', 'buat', 'biofarma', 'vaksinasi', 'masyarakat']",positif,1
1009,[],positif,1
1010,"['indonesia', 'dominasi', 'negara', 'maju', 'raih', 'vaksin']",positif,1
1011,"['mohon', 'dukung', 'program', 'bentuk', 'kebal', 'kelompok', 'kelompok']",positif,1
1012,"['vaksin', 'tuju', 'mbentuk', 'kebal', 'tubuh']",positif,1
1013,"['vaksin', 'merah']",positif,1
1014,"['ayo', 'sukses', 'vaksinasi']",positif,1
1015,"['ahirnya', 'jt', 'dosis', 'vaksin', 'covid', 'distribusi', 'seluruh']",positif,1
1016,"['asik', 'deh', 'tustel', 'gaya', 'andal', '', 'vaksin', 'aman', 'halal', 'neh', 'salam', 'sehat', 'for', 'lupa']",positif,1
1017,"['terap', 'vaksinasi', 'lawan']",positif,1
1018,"['terap', 'dn', 'vaksinasi', 'tuk', 'ngalawan']",positif,1
1019,"['terima', 'vaksin', 'perdana', 'kabupaten', 'malang', 'dedik', 'arema', 'fc', 'ngaku']",positif,1
1020,"['terap', 'vaksinasi', 'sama']",positif,1
1021,"['terap', 'dn', 'vaksinasi', 'utk', 'ngalawan']",positif,1
1022,"['terap', 'vaksinasi', 'jajar']",positif,1
1023,"['terap', 'vaksinasi', 'unt', 'mlwn']",positif,1
1024,"['terap', 'vaksinasi', 'jelang', 'sama']",positif,1
1025,"['fakta', 'vasksin']",positif,1
1026,"['lawan', 'pandemi', 'singkir', 'ego', 'bahu', 'bahu']",positif,1
1027,"['bersma', 'lawaaan', 'pandemi', 'singkir', 'ego', 'bahu', 'bahu', 'untk']",positif,1
1028,"['kompetitor', 'pagebluk', 'singkir', 'ego', 'bantu', 'bantu']",positif,1
1029,"['brsma', 'lawaaan', 'pandemi', 'singkir', 'ego', 'bahu', 'bahu', 'unt']",positif,1
1030,"['serempak', 'oponen', 'hawar', 'singkir', 'ego', 'tolong', 'tolong', 'republik']",positif,1
1031,"['bersma', 'lawaaan', 'pandemi', 'singkir', 'ego', 'bahu', 'bahu']",positif,1
1032,"['bareng', 'oponen', 'epidemi', 'singkir', 'ego', 'republik']",positif,1
1033,"['brsma', 'lwn', 'pandemi', 'singkir', 'ego', 'bahu', 'bahu', 'unt']",positif,1
1034,"['bareng', 'saing', 'endemi', 'singkir', 'ego', 'tolong', 'tolong']",positif,1
1035,"['brsama', 'lawaaan', 'pandemi', 'singkir', 'ego', 'bahu', 'bahu', 'unt']",positif,1
1036,"['gandeng', 'seteru', 'hawar', 'singkir', 'ego', 'republik']",positif,1
1037,"['brsama', 'lwn', 'pandemi', 'singkir', 'ego', 'bahu', 'bahu']",positif,1
1038,"['patungan', 'musuh', 'endemi', 'singkir', 'ego', 'bantu', 'bantu', 'jelang', 'republik']",positif,1
1039,"['vaksin', 'vaksin', 'moga', 'lindung', 'tubuh']",positif,1
1040,"['vaksin', 'aman', 'halal', 'bentuk', 'ikhtiar', 'lawan']",positif,1
1041,"['vaksinasi', 'usaha', 'cegah', 'covid', 'mari', 'program']",positif,1
1042,"['vaksin', 'indonesia', 'harap', 'pulih']",positif,1
1043,"['mari', 'peduli', 'lingkung', 'ortu', 'program']",positif,1
1044,"['buat', 'vaksin', 'butuh', 'teliti', 'usaha', 'keras', 'penggunaanya']",positif,1
1045,"['indonesia', 'covid', 'hancur', 'dunia', 'mari', 'lawan']",positif,1
1046,"['covid', 'hilang', 'ekonomi', 'tumbuh', 'program', 'vaksinasi', 'anti']",positif,1
1047,"['covid', 'atas', 'ekonomi', 'maju', 'mari', 'sukses', 'program', 'vaksin', 'lawan']",positif,1
1048,"['indonesia', 'bangkit', 'vaksin', 'lawan']",positif,1
1049,"['mari', 'vaksinasi', 'indonesia']",positif,1
1050,"['indonesia', 'bebas', 'corona']",positif,1
1051,"['vaksin', 'langkah', 'baik', 'samping', 'social', 'distance', 'lawan']",positif,1
1052,"['stop', 'covid']",positif,1
1053,"['vaksin', 'tambah', 'protokol', 'sehat', 'langkah', 'baik', 'lawan']",positif,1
1054,"['indonesia', 'pulih']",positif,1
1055,"['apatis', 'vaksinasi', 'salah', 'peduli', 'orang']",positif,1
1056,"['vaksin', 'program', 'tuju', 'lawan', 'covid', 'mari', 'dukung']",positif,1
1057,"['mari', 'bantu', 'lingkung']",positif,1
1058,"['vaksinasi', 'aman', 'anak', 'anak']",positif,1
1059,"['vaksin', 'tubuh', 'milik', 'daya', 'tahan']",positif,1
1060,"['menkes', 'target', 'vaksinasi', 'tenaga', 'sehat', 'selesai']",positif,1
1061,"['cjh', 'mojokerto']",positif,1
1062,"['ribu', 'nakes', 'indonesia', 'vaksin']",positif,1
1063,['lawan'],positif,1
1064,"['vaksin', 'covid', 'bentuk', 'imun', 'cegah', 'tular', 'harap']",positif,1
1065,"['kadin', 'target', 'vaksinasi', 'juta', 'kerja', 'info', 'lengkap']",positif,1
1066,"['vaksinasi', 'mandiri', 'datang', 'investasi', 'asing', 'info', 'lengkap']",positif,1
1067,"['dandim', 'ajak', 'warga', 'sumedang', 'berani', 'vaksin']",positif,1
1068,"['vaksin', 'novavax', 'klaim', 'manjur', 'cegah']",positif,1
1069,"['menkes', 'budi', 'gunadi', 'sadikin', 'vaksinasi', 'covid', 'masyarakat', 'target']",positif,1
1070,"['hallo', 'kawan', 'kawan', 'kabar', 'nih', 'vaksinasi', 'indonesia', 'lohuntuk', 'periode']",positif,1
1071,"['syukur', 'vaksinasi', 'tahap', 'jalan']",positif,1
1072,"['persada', 'hospital', 'laksana', 'vaksinasi', 'indonesia']",positif,1
1073,"['perintah', 'oleh', 'ratus', 'juta', 'vaksin', 'rakyat']",positif,1
1074,"['ubah', 'perilaku']",positif,1
1075,"['vaksin', 'sinovac', 'aman', 'efektif', 'gratis', 'halal', 'ayo', 'vaksin']",positif,1
1076,"['program', 'vaksinasi', 'indonesia', 'potensi', 'momentum', 'pulih']",positif,1
1077,"['hadir', 'peran', 'elemen', 'masyarakat', 'tokoh', 'tokoh', 'masyarakat', 'tokoh', 'agama', 'tokoh', 'adat', 'tokoh', 'pemuda']",positif,1
1078,"['vaksinasi', 'tahap', 'tenaga', 'sehat', 'laksana', 'kabupaten', 'kota', 'jawa']",positif,1
1079,"['waspada', 'hoaks', 'vaksin', 'covid', 'lancar', 'program', 'vaksinasi']",positif,1
1080,"['pemda', 'program', 'vaksinasi', 'sukses', 'guyur']",positif,1
1081,"['panglima', 'tni', 'hadir', 'vaksin', 'harap', 'pandemi']",positif,1
1082,"['vaksin', 'covid', 'kurang', 'transmisi', 'virus']",positif,1
1083,"['mui', 'sertifikasi', 'halal', 'vaksin', 'virus', 'corona']",op,1
1084,"['dukung', 'program', 'perintah', 'laksana', 'vaksinasi', 'covid']",positif,1
1085,"['hasil', 'evaluasi', 'vaksin', 'sinovac']",positif,1
1086,"['bijak', 'ppkm']",positif,1
1087,"['dukung', 'vaksinasi']",positif,1
1088,"['vaksinasi', 'covid', 'gelar', 'massal', 'kota', 'dki']",positif,1
1089,"['masyarakat', 'sukses', 'program', 'vaksinasi']",positif,1
1090,"['kerjasama', 'ulama', 'butuh', 'sebar', 'dawkah']",positif,1
1091,"['vaksinansi', 'aman', 'halal', 'tubuh', 'manusia', 'takut']",positif,1
1092,"['tengah', 'pandemi', 'vaksid', 'harus']",positif,1
1093,"['lawan', 'covid', 'sambut', 'ingat', 'peristiwa', 'merah', 'putih', 'sangasanga', 'bhabinkamtibmas', 'polsek', 'sangasanga']",positif,1
1094,"['cerita', 'mujito', 'terima', 'vaksin', 'kota', 'jambi', 'lapar', 'pegal', 'sunti']",positif,1
1095,"['vaksin', 'sehat']",positif,1
1096,"['vaksin', 'lindung', 'tubuh', 'lawan', 'virus']",positif,1
1097,"['mari', 'tangkal', 'covid']",positif,1
1098,"['vaksin', 'harap', 'prokes', 'mari', 'lawan']",positif,1
1099,"['patah', 'semangat', 'tahan', 'prokes', 'program', 'vaksin', 'upaya', 'lawan']",positif,1
1100,"['mari', 'sukses', 'program', 'vaksin', 'indonesia']",positif,1
1101,"['mari', 'tanam', 'peduli', 'lingkung', 'ikut', 'program', 'vaksin']",positif,1
1102,"['gandeng', 'kemenkes', 'bpom', 'pemprov', 'jabar', 'kuat', 'distribusi', 'vaksin']",positif,1
1103,"['kepala', 'daerah', 'peran', 'sukses', 'program', 'vaksinasi']",positif,1
1104,"['vaksin', 'salah', 'harap', 'pulih']",positif,1
1105,"['israel', 'sumbang', 'ribu', 'dosis', 'vaksin', 'covid', 'otoritas']",positif,1
1106,"['masker', 'milyarjaga', 'jarak', 'cuci', 'tangan', 'hindar', 'kerumun', '', 'pandemi']",positif,1
1107,"['alhamdulillah', 'jerman', 'terap', 'lockdown', 'tekan', 'sebar']",positif,1
1108,"['terap', 'protokol']",positif,1
1109,['vaksin'],positif,1
1110,"['kabar', 'benar', 'juru', 'bicara', 'cepat', 'tangan', 'covid', 'kota']",positif,1
1111,"['tenang', 'mitranovasi', 'vaksin', 'dapat', 'titan', 'jadi']",positif,1
1112,"['vaksinasi', 'upaya', 'perintah', 'atas', 'pandemi']",positif,1
1113,['vaksinasi'],positif,1
1114,"['mari', 'kunjung', '']",positif,1
1115,"['upaya', 'tingkat', 'sedia', 'bahan', 'baku', 'biodiesel', 'perintah', 'kerjasama']",positif,1
1116,"['tuju', 'perintah', 'informasi', 'edukasi', 'vaksinasi', 'covid']",positif,1
1117,"['sarap', 'vaksin', 'sore']",positif,1
1118,"['ya', 'terima', 'vaksinasi', 'covid', 'wajib', 'pakai', 'masker']",positif,1
1119,"['indonesia', 'terima', 'konfirmasi', 'indikasi', 'alokasi', 'tahap', 'vaksin', 'covid', 'multilateral', 'artikel']",positif,1
1120,"['dukung', 'masyarakat', 'program', 'vaksinasi']",positif,1
1121,"['ayo', 'dukung', 'program', 'vaksinasi', 'nasional', 'indonesia', 'sehat', 'aman']",positif,1
1122,"['vaksin', 'sedia', 'protokol', 'sehat', 'jalan']",positif,1
1123,"['vaksin', 'wali', 'kota', 'tara', 'dr', 'khairul', 'vaksinasi', 'covid', 'wartawan', 'periode']",positif,1
1124,"['jelas', 'vaksin', 'covid', 'sinovac', 'sunti']",positif,1
1125,"['pemkab', 'terima', 'dosis', 'vaksin', 'covid', 'tahap']",positif,1
1126,"['bpom', 'pasti', 'lapor', 'vaksin', 'covid', 'rusak']",positif,1
1127,"['nu', 'ajak', 'komponen', 'bangsa', 'dukung', 'langkah', 'langkah', 'perintah', 'atas', 'pandemi']",positif,1
1128,"['vaksinasi', 'tenaga', 'sehat', 'surabaya']",positif,1
1129,"['ri', 'terima', 'juta', 'dosis', 'vaksin']",positif,1
1130,"['mari', 'peduli', 'program', 'vaksin', 'keluarga']",positif,1
1131,"['vaksin', 'gak', 'sakit', 'bikin', 'tubuh', 'kuat', 'hadap']",positif,1
1132,"['mari', 'sukses', 'program', 'vaksinasi', 'indonesia']",positif,1
1133,"['indonesia', 'bebas', 'corona', 'patuh', 'protokol', 'program']",positif,1
1134,"['vaksin', 'baik']",positif,1
1135,"['percaya', 'teori', 'konspirasi', 'vaksin', 'lindung']",positif,1
1136,"['covid', 'hilang', 'senang', 'ekonomi', 'bangkit']",positif,1
1137,"['mari', 'sukses', 'program', 'vaksin', 'anti']",positif,1
1138,"['ampuh', 'lindung', 'orang', 'dekat', 'terap', 'protokol', 'sehat', 'ketat']",positif,1
1139,"['ayokkkkkbersama', 'indonesia', 'sehat']",positif,1
1140,"['maret', 'tenaga', 'layan', 'publik', 'vaksinasi']",positif,1
1141,"['pasca', 'nakes', 'tuntas', 'vaksinasi', 'malang', 'sasar', 'tugas', 'layan']",positif,1
1142,"['indonesia', 'dapat', 'vaksin', 'astrazeneca', 'juta', 'dosis', 'kirim', 'tahap', 'wuih']",positif,1
1143,"['perintah', 'kabupaten', 'pemkab', 'lampung', 'utara', 'lampura', 'laksana', 'vaksin', 'perdana', 'covid']",positif,1
1144,"['ketua', 'mui', 'cianjur', 'dukung']",positif,1
1145,"['vaksinasi', 'nakes', 'kota', 'batu', 'dekat']",positif,1
1146,"['vaksinasi', 'nakes', 'bungursari', 'lancar', 'camat', 'ikhtiar', 'putus', 'sebar']",positif,1
1147,[],negatif,0
1148,"['vaksin', 'konspirasi', 'elite']",negatif,0
1149,"['takut', 'jarum', 'suntik', 'gamau']",negatif,0
1150,"['vaksin', 'saudara', 'saudara', 'akal', 'akal', 'elite']",negatif,0
1151,"['vaksin', 'gajelas']",negatif,0
1152,"['gamau', 'vaksin', 'ah', 'main']",negatif,0
1153,"['vaksin', 'ga', 'mending']",negatif,0
1154,"['vaksin', 'gaes', 'mending']",negatif,0
1155,"['gratis', 'gamau']",negatif,0
1156,"['vaksin', 'bisnis', 'elite']",negatif,0
1157,"['tolak', 'vaksin', 'sehat', 'sehat']",negatif,0
1158,['vaksin'],negatif,0
1159,"['vaksin', 'konspirasi', 'elite', 'global']",negatif,0
1160,"['takut', 'jarum', 'suntik', 'gamau', 'vaksin', 'ogah']",negatif,0
1161,"['vaksin', 'saudara', 'saudara', 'akal', 'akal', 'elite', 'global', 'mending']",negatif,0
1162,"['vaksin', 'gajelas', 'usul', 'olahraga']",negatif,0
1163,"['gamau', 'vaksin', 'ah', 'main', 'bisnis', 'mending', 'aktivitas']",negatif,0
1164,"['vaksin', 'ga', 'gw', 'gamau']",negatif,0
1165,"['vaksin', 'gaes', 'mending', 'tidur']",negatif,0
1166,"['suntik', 'vaksinchina', 'ad', 'si']",negatif,0
1167,"['info', 'boker', 'pagi', 'tani', 'kopi', 'hitam', 'buat', 'que', 'berita', 'wajib', 'vaksin', 'hasrat', 'boker', 'ku']",negatif,0
1168,"['heran', 'pakai', 'sinovac', 'mahal', 'iya', 'akurasi', 'rendah', 'iya', 'uji', 'selesai', 'iya']",negatif,0
1169,"['nih', 'denger', 'tolakdivaksinsinovac']",negatif,0
1170,"['abis', 'baca', 'thread', 'vaksin', 'sinovac', 'dr', 'efikasi', 'efek', 'kayak', 'hasil', 'aja', 'vaksin']",negatif,0
1171,"['jelang', 'vaksin', 'keinget', 'jaman', 'sekolah', 'lari', 'suntik', 'tpi', 'mgkin', 'lari', 'takut', 'efek']",negatif,0
1172,"['alas', 'ribka', 'tolak', 'pt', 'bio', 'farma', 'uji', 'klinis', 'tahap', 'ketigavaksin']",negatif,0
1173,"['ribka', 'pdip', 'ogah', 'suntik', 'vaksin', 'paksa', 'langgar', 'ham', 'vaksin', 'vaksinasi']",negatif,0
1174,"['kalo', 'bagus', 'kasih']",negatif,0
1175,"['gamau', 'vaksin', 'penjara', 'dasar', 'atur', 'sampe', 'badan', 'orang']",negatif,0
1176,"['masa', 'mana', 'manusia', 'rasa', 'galau', 'hewan', 'ternak', 'unggas']",negatif,0
1177,"['gak', 'vaksin', 'denda', 'duit', 'kudunye', 'balik', 'vaksin', 'kasih']",negatif,0
1178,"['vaksin', 'bisnis', 'solusi', 'pandemi', 'suaraislamid', 'vaksin', 'bisnis']",negatif,0
1179,"['tolak', 'ikut', 'jokowi', 'suntik', 'vaksin', 'ribka', 'pdip', 'mending', 'gue', 'bayar', 'denda']",negatif,0
1180,"['negara', 'bisnis', 'rakyat']",negatif,0
1181,"['kasi', 'narapidana', 'cape', 'cape', 'kriminal', 'nolak', 'vaksin', 'doang', 'syarat', 'masuk', 'penjara']",negatif,0
1182,"['lucu', 'nih', 'cebong', 'senang', 'kadrun', 'anti', 'vaksin', 'punah', 'jd', 'bebas']",negatif,0
1183,"['ribka', 'tjiptaning', 'tolak', 'suntik', 'vaksin', 'pilih', 'bayar', 'denda', 'news']",negatif,0
1184,"['negara', 'bisnis', 'rakyat', 'ribka', 'tjiptaning', 'anggota', 'dpr', 'ri', 'fraksi', 'pdi']",negatif,0
1185,"['serius', 'nanya', 'vaksin', 'ngaruh', 'gak', 'sih']",negatif,0
1186,"['gak', 'percaya', 'kalo', 'percaya', 'gak', 'percaya', 'kalo', 'percaya', 'gak']",negatif,0
1187,"['vaksin', 'bisnis']",negatif,0
1188,"['inget', 'langsng', 'mudah', 'percaya', 'sunti', 'kepala', 'negara', 'bener', 'vaksin']",negatif,0
1189,"['bikin', 'bingung', 'deh', 'ah', 'perkara', 'vaksin']",negatif,0
1190,"['tuhh', 'mba', 'ning', 'nolak']",negatif,0
1191,"['akurasi', 'utk', 'tonton']",negatif,0
1192,"['kadrun', 'bangkit', 'dr', 'kubur', 'kadrun', 'sumber']",negatif,0
1193,"['tolak', 'vaksin', 'anggota', 'dpr', 'ribka', 'tjiptaning', 'langgar', 'ham', 'gak']",negatif,0
1194,"['halahh', 'ngapain', 'pake', 'live', 'ttp', 'aja', 'yg', 'masyarakat', 'beda', 'kualitas', 'ama', 'yg']",negatif,0
1195,"['nya', 'tolak', 'vaksin', 'ni', 'buk', 'yg', 'hormat', 'gue', 'fobia', 'jarum', 'suntik', 'anjeeeng', 'gak', 'gue']",negatif,0
1196,"['legislator', 'pks', 'kecam', 'perintah', 'ancam', 'masyarakat', 'tolak']",negatif,0
1197,"['jual', 'vaksin', 'aja', 'kali']",negatif,0
1198,"['vaksin', 'nya', 'bentuk', 'tablet', 'bubur', 'gak', 'sahabat', 'jarum', 'suntik']",negatif,0
1199,"['gw', 'bkn', 'gamau', 'vaksin', 'gw', 'gamau', 'suntik', 'doang', 'anjing', 'kalo', 'yg', 'kapsul', 'aja']",negatif,0
1200,"['indonesia', 'takut', 'vaksin', 'gatakut', 'minum']",negatif,0
1201,"['denda', 'jt', 'paksa', 'bayar']",negatif,0
1202,"['tolak', 'suntik', 'vaksin']",negatif,0
1203,"['henti', 'vaksinasi', 'efek', 'samping', 'serius', 'the', 'post', 'henti']",negatif,0
1204,['bisnis'],negatif,0
1205,"['who', 'tolak', 'vaksinasi', 'syarat', 'pergi']",negatif,0
1206,"['ribka', 'tjiptaning', 'vaksin', 'sinovac', 'barang', 'rongsok', 'respons']",negatif,0
1207,"['vaksin', 'mending', 'pikir', 'minimal', 'mikir', 'deh', 'dr', 'pd', 'timbul', 'korban', 'jiwa', 'yg', 'gk', 'tau', 'liput', 'media']",negatif,0
1208,"['apakabar', 'dunia', 'penuh', 'tipu']",negatif,0
1209,"['vaksin', 'percaya', 'yg', 'ni', 'percaya', 'wujud', '', 'minat']",negatif,0
1210,"['sars', 'hiv', 'sakit', 'tular', 'yg', 'keri', 'covid', 'berita', 'keri', 'covid']",negatif,0
1211,"['klo', 'mah', 'sya', 'ndk']",negatif,0
1212,"['korang', 'caya', 'kenal', 'jho', 'low', 'korang']",negatif,0
1213,"['buka', 'ragu', 'vaksin', 'made', 'in', 'cina', 'ya', 'takut', 'aja', 'vaksin', 'sicnovac', 'nya', 'hasil', 'ntar']",negatif,0
1214,[],negatif,0
1215,"['vaksinasi', 'vaksin', 'nggo']",negatif,0
1216,"['viral', 'awat', 'takut', 'jarum', 'suntik', 'vaksin']",negatif,0
1217,"['vaksin', 'karna', 'karna', 'alumni']",negatif,0
1218,"['ajar', 'konspirasi', 'industri', 'dunia', 'over', 'populasi', 'binatang', 'pelihara']",negatif,0
1219,[],negatif,0
1220,"['vaksin', 'konspirasi', 'elite']",negatif,0
1221,"['takut', 'jarum', 'suntik', 'gamau']",negatif,0
1222,"['vaksin', 'saudara', 'saudara', 'akal', 'akal', 'elite']",negatif,0
1223,"['vaksin', 'gajelas']",negatif,0
1224,"['gamau', 'vaksin', 'ah', 'main']",negatif,0
1225,"['vaksin', 'ga', 'mending']",negatif,0
1226,"['vaksin', 'gaes', 'mending']",negatif,0
1227,"['gratis', 'gamau']",negatif,0
1228,"['vaksin', 'bisnis', 'elite']",negatif,0
1229,"['tolak', 'vaksin', 'sehat', 'sehat']",negatif,0
1230,['vaksin'],negatif,0
1231,"['vaksin', 'konspirasi', 'elite', 'global']",negatif,0
